Model,Rating,Title,Review
Xiaomi Mi A3,5,It's amazing,Fantastic
Xiaomi Mi A3,5,Good phone,Happy with the phone. Just what I wanted a handy size with minimal apps for daily routine tasks. I wanted a phone and not a PS or XBOX.
Xiaomi Mi A3,1,Waste of money don't buy,Don't buy waste of money too bad performance of mobile phone handset only looking good but performance too bad
Xiaomi Mi A3,5,Nice phone,Good quality
Xiaomi Mi A3,5,..,Fingerprint doesn't work
Xiaomi Mi A3,4,Best Selfie phone.,Awesome Phone under 15000 price range.
Xiaomi Mi A3,5,Good product,Overall phone is good but there should be fast charger inside the box....
Xiaomi Mi A3,5,Value for money,"Awesome combination of specs.
Go for it if looking for budget feature pack phone with stock Android. OS is pretty good and receives updates every month which is awesome! Processor and RAM are enough to lift day to day applications and mild gaming. Great Camera and good Battery life. While it comes with AMOLED display which is quite impressive and saves a lot of battery, but still Full HD display could have provided much better experience. 4000mah Battery last for the day with 8hr+ onscreen time
Finger print scanner is not that sensitive, I have added multiple scans of same finger to make it work smoothly, which is needed to be improved by Xioami.
Overall, a value for money product! Been using it for last 3 months."
Xiaomi Mi A3,4,Cam needs improvement,Not 100% satisfied.
Xiaomi Mi A3,5,Best buy,Everything is awesome
Xiaomi Mi A3,5,It was a nice product,Nice
Xiaomi Mi A3,5,Ok,Ok
Xiaomi Mi A3,5,Go for it🥰,Completely satisfied with this phone🥰
Xiaomi Mi A3,5,Amazing,Wonderful product...
Xiaomi Mi A3,1,Camera colati not good,Phone going hang
Xiaomi Mi A3,3,Nice,Nice
Xiaomi Mi A3,5,Need more expectations  from 48 mp camera,Product is good what i felt camera is not so good as we are expecting ...
Xiaomi Mi A3,5,Good,Good
Xiaomi Mi A3,5,Lovely product,Wonderful product
Xiaomi Mi A3,3,Regarding offers,Want to know regarding offers on this mobile in between that period
Xiaomi Mi A3,4,Ok,I like but night in camera quality weak with flashlight in dark night
Xiaomi Mi A3,5,"First of all fingerprint, camera quality, battery life",Yah the phone fingerprint reader is read very well and also camera quality is powerfull and the phone battery life quality is high Thank You Amazon
Xiaomi Mi A3,4,Good,Fingerprint works slow and camera is not fulfilling the expectations as said in ads
Xiaomi Mi A3,5,Nice product.....value for money...,Smart lovely device..good battery life nice camera
Xiaomi Mi A3,4,Great buy...best deal in budget,Its a nice phone but the fingerprint is very slow...i have to try several times to open the phone lock..battery low fe is good n camera quality is awesome..the sound quality is very good...it works as a mini sound system..no need to use small speakers with this..it solves that purpose..although the display quality is not that good..as amoled it is compromised on..the colour contrast is not that good as compared to other phones as samsung m30...the wallpapers look good if you chose the brightness to the fullest..although the adaptive brightness option is good...you get used to it after some time..
Xiaomi Mi A3,4,Super,Ok
Xiaomi Mi A3,5,Camera,"See Photos at @artsofpixel on Instagram
All are Captured by MI A3"
Xiaomi Mi A3,5,Good phone,Nil
Xiaomi Mi A3,5,One and only smartphone with in display fingerprints in this price segments.,Excellent Product
Xiaomi Mi A3,5,Best,Best one
Xiaomi Mi A3,5,👍very good camera,Very good Android budget phone. The gcam camera works really fine. The display clarity is little bit on the downside.
Xiaomi Mi A3,3,why just two buttons on screen,Only big issue I had with this product is its having only two on screen buttons/tocuh i.e back n menu orientation change comes ones in a while but its not of much use. Why Xiomi had it done this way when all other andriod phone comes with three :(  (Back/Homescreen/Menu) and they are left assinged if I am righty I cant operate ph that effectively. Atleast should have placed them in centre or something.....
Xiaomi Mi A3,3,Fingerlock,Fingerlock is very bad response
Xiaomi Mi A3,3,Normal,Everything is ok..but the phone is to small..
Xiaomi Mi A3,5,Worth money,Nice mobile
Xiaomi Mi A3,5,Okk,Fingerprint scanner is too slow but overnight good
Xiaomi Mi A3,5,Nice,Osm
Xiaomi Mi A3,4,Worth for money,"Over all reviews 3
Battery life is not good.
For this price this item worth"
Xiaomi Mi A3,5,Super,Super mobile
Xiaomi Mi A3,1,Betryl of battery of xiaomi A3,Battery life of this model of xiaomi is worst than any other model.I bought it by exchange of note 7 pro & I have in great trouble due to its battery life. after fully charged & power saving mode is on I have to done my works on mobile in 4 hrs as the mobile switched off after 4 hr.
Xiaomi Mi A3,5,Good,Good
Xiaomi Mi A3,5,Super phone,Good phone fingerprint touch time slow
Xiaomi Mi A3,4,"Overall a good package in this price, worth buying",Does not works properly
Xiaomi Mi A3,1,Still didn't get Android 10 update,Bad mobile
Xiaomi Mi A3,1,घटीया फोन,Not good phone
Xiaomi Mi A3,5,Nice in this price range .,At first I wanna say this phone is for camera lover and those who have limeted budget. This phone is best camera phone under 15000 . The battery life of it is also nice . You will get one day battery life with normal usage . The display is 720p with Amoled panel is good . But the fingerprint sensor is not so good .
Xiaomi Mi A3,3,Mi a3,Fingerprint reader is not good but camera and battery life 👍
Xiaomi Mi A3,1,Indias No 100 place Xaiomi,"Worest maintenance, xaiomi not taking care about A series
Android one mobiles"
Xiaomi Mi A3,1,Phone quality is not as per model standard. Might be a take product,I feel the product is duplicate. Can you pls arrange a call back
Xiaomi Mi A3,5,Excellent,Excellent product.. Thank you Amazon.
Xiaomi Mi A3,5,Functional,Function so much of hard
Xiaomi Mi A3,3,Good pure Android with very average display (screen clarity),The screen display is very average and not at all comparable to low end smart phones as well.
Xiaomi Mi A3,5,Awesome phone.,Camera quality is great.
Xiaomi Mi A3,5,worest charging time,good phone but slowly charging
Xiaomi Mi A3,1,Don't By any Mi mobile.,Automatically Restart mobile in 2 to 3 month. Company service are very bad and not to buy any xiomi mobile and accessories.
Xiaomi Mi A3,5,good,Value for money
Xiaomi Mi A3,5,Always Great product from  mi A series,love this product and google one os
Xiaomi Mi A3,5,Good,It's nice
Xiaomi Mi A3,5,Good,Value for money
Xiaomi Mi A3,1,Not satisfied,It's not stable interface u can buy miui phone
Xiaomi Mi A3,1,Poor Battery,"Battery doesn't even withstand for a day with minimum use..
Back Camera poor quality.."
Xiaomi Mi A3,1,Worst Performance,"Worst in term of performance. It hangs very often some time I feel like this phone is not genuine. Amazon is cheating us. Don't buy it.
Amazon is cheating customer...Selling worst product.
Don't have the return options.
Don't buy on Amazon"
Xiaomi Mi A3,5,Nice,Supar
Xiaomi Mi A3,5,Nice product happy with performance 👍,Very nice product iam not  happy with stock UI iam using Microsoft launcher .. happy with product on this price. it is  little bit high cost but iam got it on offer it is comes under 11k for me ... happy with battery performance
Xiaomi Mi A3,5,After use of 5 months,Good phone
Xiaomi Mi A3,5,Great purchase,Surpeb phone......worth this Mobile
Xiaomi Mi A3,5,Awesome Phone,Suitable Phone
Xiaomi Mi A3,4,Very ok,Very good
Xiaomi Mi A3,5,awasome look products amazing frant finger print,awasome mobile
Xiaomi Mi A3,5,Thanks,I love  phone
Xiaomi Mi A3,5,Bshe,Camera is so blur it not contain 48 mp camera waste of money
Xiaomi Mi A3,2,Bad very bad,Worst product
Xiaomi Mi A3,5,Nice,"Amazing camera, battery life is good
Overall wonderful phone."
Xiaomi Mi A3,1,Pathetic built quality,Pathetic built quality. Screen got broken for keeping mobile a bit harshly on the table. Did it really pass any drop tests? Or is there any drop test done on the mobile design? Gorilla glass 5 is again a big lie by Xaiomi. Many warned about Chinese brands but I tried first time and i am repenting within a month. Please do not buy it.
Xiaomi Mi A3,5,Excellent,Excellent
Xiaomi Mi A3,5,No 1,No 1
Xiaomi Mi A3,5,Best Android One A3,"Best phone is this range with Android One. On screen fingerprint sensor is a plus and can be made better with nanoseconds of latency. AI works well with front camera. Back camera can be improved further in night. Battery lasts 1 day with continuous internet (Youtube, Whatsapp, Instagram and Facebook).
Thanks Amazon for fast delivery as expected."
Xiaomi Mi A3,5,Good,Good
Xiaomi Mi A3,5,Awesome,Jhaaaks
Xiaomi Mi A3,1,Mi a3 Battery worest,Battery Worest
Xiaomi Mi A3,5,Best,Nice phone
Xiaomi Mi A3,3,Nice mobile,Good
Xiaomi Mi A3,5,Best,Best mobile
Xiaomi Mi A3,5,Android one,"The phone looks decent, so far working pretty good, They should a stock android phone with a higher spec"
Xiaomi Mi A3,5,Wow,Just wow I love it
Xiaomi Mi A3,3,Waste,Don't waste your money...
Xiaomi Mi A3,4,Nicc,Eppic
Xiaomi Mi A3,4,Mi A3,Good phone
Xiaomi Mi A3,2,Screen protection not upto the standards,It is mentioned as protected with gorilla glass 5 but I don't know how far truth is there how geniuine the product as I got multiple screen scratches within a month of buying the product in October 2019
Xiaomi Mi A3,2,Not worthy,"Finger print reader though looks very fancy n attractive but it reads very slowly 😏
Camera works awesome during day time but creates noise at night...
Battery is good
But not good as Mi phones are, specially this phone has stock android which hangs alot many times, not very happy with the phone."
Xiaomi Mi A3,5,Good one,Good one
Xiaomi Mi A3,5,display,"this is a awesome device , but only the display is Abit saturated"
Xiaomi Mi A3,1,Bab phone,Bab phone
Xiaomi Mi A3,5,Very nice mobile.,Product quality standard is very good.
Xiaomi Mi A3,5,Very good,Nice phone I like mobile thanks Amazon
Xiaomi Mi A3,4,Good 👍,I'm happy.😊
Xiaomi Mi A3,4,Best phone,Best phone
Xiaomi Mi A3,4,A great phone overall,The phone is economical and has many features. It has the best camera and is fit to the hand design is really good
Xiaomi Mi A3,5,Nice,Good
Xiaomi Mi A3,4,Good,Excellent
Xiaomi Mi A3,4,Average,"Product getting hang and stopped working some time , no other problem as of now"
Xiaomi Mi A3,5,Wonderful,1 No.........
Xiaomi Mi A3,5,Nice,Good
Xiaomi Mi A3,4,Brilliant phone at 720p,"Absolutely worth the 720 p resolution give very bright differentiation of color don't go by full HD and it's about the vivid picture visual mi a3 killed it overall I'm very happy I bought this
Don't just think of buying go for it guys"
Xiaomi Mi A3,5,Nice,Nice
Xiaomi Mi A3,5,Camera,Camera quality is much better than any other device in this budget.
Xiaomi Mi A3,1,Back sid glass not satisfied,Back side glass not satisfied
Xiaomi Mi A3,5,Excellent,Excellent
Xiaomi Mi A3,5,Super,Excellent
Xiaomi Mi A3,4,Go for it,I like phone is awesome..while phone calling phone is little hanging
Xiaomi Mi A3,5,I like,I like
Xiaomi Mi A3,1,Writing review is also waste,Taking time and writing a review is waste for this mobile.... I recomend not to buy no matter how the user could be....
Xiaomi Mi A3,5,MiA3,Good
Xiaomi Mi A3,5,In this price very good product,Overall product is very nice camera quality good battery is also good. Fingerprint scanner very slow.
Xiaomi Mi A3,1,Not recommend to buy,Worst product.. fingerprint sensor slow..not user-friendly.
Xiaomi Mi A3,3,Overall nice,Fingerprint reader is slow... But camera quality is good
Xiaomi Mi A3,1,Cool,Mast
Xiaomi Mi A3,5,Good product,Good product
Xiaomi Mi A3,5,Nice,Nice
Xiaomi Mi A3,1,Bad performance,Waste product and phone numbers are getting deleted automatically. not exchange by Amazon
Xiaomi Mi A3,4,Best for 10500rs,"I bought this for 10500rs its not that good as having issues if u insert two sims at a time then fingerprint pops up sometimes
Display is not that good"
Xiaomi Mi A3,4,Good phone,Finger print scanner is sooooo slow
Xiaomi Mi A3,1,Ok,Ok
Xiaomi Mi A3,5,Excellent,Good buy.
Xiaomi Mi A3,5,Value for money,Camera quality is really good!
Xiaomi Mi A3,5,Go for it.,Very good under 13000
Xiaomi Mi A3,1,Disappointed by Mobile and Service Centre,"Fingerprint doesn't  work properly, camera and battery is good.
I bought MI a3 before 2 Months and now suddenly it's touch has been  stopped  working then I take it to service  centre they told me that  I have to change  its full screen and he told me some big estimate for that......
It's not being damaged  by me than why should I pay for it when it's in under warranty  period .....and it's stopped  working  suddenly ?"
Xiaomi Mi A3,4,Average performance,Battery life
Xiaomi Mi A3,5,Best Budget phone,"I like the camera quality and the Android one.
Also the battery life is extra ordinary"
Xiaomi Mi A3,4,Worth,Nice Mobile
Xiaomi Mi A3,3,Ok product but not good.,"Fingerprint is very bad .hamging problem starting with in pne week.dissappointed
with product ."
Xiaomi Mi A3,1,Bad,Worse phone in the world. Very bad display
Xiaomi Mi A3,5,Mi A3,Over all ok
Xiaomi Mi A3,2,"Best cam in this range, slow finger print censor","Good cam, slow finger print , Pure android - you will have to install all the apps"
Xiaomi Mi A3,3,Average phone,Battery is draining too much .....
Xiaomi Mi A3,4,Super,Super phone
Xiaomi Mi A3,4,GOOD BUT NOT GREAT,"NOTE :NO FASTER ANDROID UPDATES
I have been using this phone for past 3 months now and here are my thoughts so i will rate every factor
1. Performance : For day to day task it is  fluid but not the same for gaming. ⭐⭐⭐⭐
2 . Battery: excellent ⭐⭐⭐⭐⭐
3. Fingerprint : slow ⭐⭐⭐
4. Camera : great ⭐⭐⭐⭐⭐
5. Build quality : great ⭐⭐⭐⭐⭐"
Xiaomi Mi A3,1,Worst phone,Worst phone
Xiaomi Mi A3,5,Superrr,Camera quality superbbbb..and baterry life also ....this mobile fast updates i buy mobile before 2months .in this 2months are 3 updates are coming .this android one mi mobile mobile phone is superrrr..... In this price compare to any mobile this mobile is better then others because this mobile display is amyloid and front fingerprint senser ..... Any way mobile very super and good
Xiaomi Mi A3,3,Not worth the money.,"Fingerprint reader is slow. Camera shutter is too slow. Sound is good , but quality of sound gives the feeling of cheap Chinese phones."
Xiaomi Mi A3,5,Best android one smartphone,Best phone i bought ever
Xiaomi Mi A3,5,Good,Fingerprint not support
Xiaomi Mi A3,5,Wonder beauty,Value for money
Xiaomi Mi A3,4,Good,Good
Xiaomi Mi A3,1,Exchange,"I was expected best screen quality , but it's not up to the mark.  No happy with screen quality."
Xiaomi Mi A3,5,Best,Best
Xiaomi Mi A3,5,Good,Good
Xiaomi Mi A3,3,Good Performance Good Grip & Size No Lag BUT Selfie Cam Has NO Flash & Fingerprint Lock is Slow,"Good Performance Good Grip & Size No Lag BUT Selfie Cam Has NO Flash & Fingerprint Lock is Slow
I own an A2 6/128 GB black & now i have white A3 6/128 GB variant.
Both are same..... almost.
A3 appears to be slightly thicker than A2 has a somewhat better display crispiness.
Call Quality is better than A2 (A2 is also good)
Now all good points are listed in the description
What you need to be careful about while purchasing.
A3 does NOT have a front flash LED for cam instead the screen goes white and provides luminescence. A2 has both side cam LED flash
A3 has a good hand held size and you instantly feel that how big sized phones are useless unless you want a big screen.
No lag in performance.
Battery lasts one full day and almost evening on bluetooth on, location on and data on with fit bands connected & more than moderate usage.
Display needs to be kept at max when you go out.
So when buying A2 or A3 :
A2 has flash both cams & super fast fingerprint.
A3 is sleek perfect hand held device good voice and call quality BUT no selfie flash and fingerprint takes full 1 to 1.4 second to dressup and open.
If you want fast unlock and selfie cam go for A2.
Else if you want same thing without too much big size perfect size better battery go for A3."
Xiaomi Mi A3,1,Fake promises,Mi CEO lied to us all promising fastest updates. Whole bunch of non Android One phones even got Android 10. Not us.
Xiaomi Mi A3,5,Nice product. Worth money.,Good product. Not very good. But yes worth value
Xiaomi Mi A3,5,Very good,Good
Xiaomi Mi A3,1,Bad,Bad
Xiaomi Mi A3,5,excellent product from MI,mast working
Xiaomi Mi A3,3,Best Camera Quality and Battery lifw,Best Camera Quality and Long battery life . And other features are not so good
Xiaomi Mi A3,3,"Gionee elife7 mobiles camera,  wow",memory card and internal memory not suportes same time
Xiaomi Mi A3,1,West,West
Xiaomi Mi A3,5,Very Good product,Good product and nicely delivered
Xiaomi Mi A3,5,Need more improvement,Need more improvement
Xiaomi Mi A3,4,Very bad,Ok
Xiaomi Mi A3,5,Mi phone is very good phone. Thanks amazon.,Love this phone.
Xiaomi Mi A3,5,Nice,Fingerprint reader is so late
Xiaomi Mi A3,5,Awesome Experience,"This phone will be completed your all expectations.
It's all in one package."
Xiaomi Mi A3,4,Fine,"Dual app not support,  you can we use from external app. MI AppLock is also not available in this phone otherwise phone is awesome I can buy it."
Xiaomi Mi A3,5,Best phone,Always i trusted on MI and they assured to provide great experience for me with confidentiality connected with Mi
Xiaomi Mi A3,5,Mins best,Working as expected
Xiaomi Mi A3,5,Trustworthy,Awesome phone by mi
Xiaomi Mi A3,4,No android updates!!,"Pretty average phone. After compromising on a lot of things I purchased this phone thinking that at least I will get timely android updates but I am thinking now that it was the bad decision. It hasn't received next version of android updates till now.
XIAOMI IS WORST."
Xiaomi Mi A3,5,Good phone,Good phone.
Xiaomi Mi A3,4,good one,grt feature phone
Xiaomi Mi A3,3,Mi A3,Face ID and fingerprint reader sucks. Battery life is awesome. Like with all Android phones it lags once in a while. OK value for money
Xiaomi Mi A3,4,No bill with the phone,No bill  there in the box.
Xiaomi Mi A3,5,Best phone,Good
Xiaomi Mi A3,4,All in one pack,"Good smart phone,but hybrid simslot not like."
Xiaomi Mi A3,5,Value for money,Awesomeness
Xiaomi Mi A3,5,Kasback isu,Kasback esu
Xiaomi Mi A3,4,Proximity sensor problem,Proximity sensor is the worst quality possible in this phone ... all other things are top quality
Xiaomi Mi A3,5,Best low budget stock Android phone,Worth Buying it.
Xiaomi Mi A3,5,Best but only lacking is no earphone provided by mobile company,Awesome service
Xiaomi Mi A3,5,Fantabulous phone..,"After 3 months of use..
Awesome phone..
Gud battery back up..
Intelligent camera..
No junk preloaded apps..
Frequently updates from Google..
In single word..  Superb companion.."
Xiaomi Mi A3,5,Excellent package,"A great product in this range.
Super AMOLED display is too good.
Camera Quality is decent."
Xiaomi Mi A3,5,Nice,Nice product
Xiaomi Mi A3,5,Features could have been better,"A merrily upgrade from A2 , Good battery life but not the best , they have added 3.5mm headphone jack which was taken out on A2"
Xiaomi Mi A3,4,Ok,It's ok👌🆗
Xiaomi Mi A3,5,Best product for camera,I like it very much
Xiaomi Mi A3,5,Top quality mobile.,Stylish finger print reader and best battery life
Xiaomi Mi A3,5,Nice,Nice
Xiaomi Mi A3,5,All facility good 👍,All as good
Xiaomi Mi A3,4,Worthy,Longer Battery life
Xiaomi Mi A3,5,Good,Value for the money
Xiaomi Mi A3,1,I not happy this mobile,So boring Mobile
Xiaomi Mi A3,1,BAKWAS PHONE,VERY WORST DISPLAY EVER A MOBILE HAVE DISPLAY IS LIKE GRAINY PIXELS LIKE OLD CRT TV DONT BUY CHECK WITH OTHERS MI  A3  BOTH MI AND AMAZON CHEATING YOU THEY DIDN'T GET RETURN MOBILE BY TELLING THAT THE  NON RETURNING POLICY OF AMAZON
Xiaomi Mi A3,5,excellent product,excellent product
Xiaomi Mi A3,4,Good phone,Best phone
Xiaomi Mi A3,1,Worst mobile,Worst mobile
Xiaomi Mi A3,5,Amazing product in this price,"Over all a good product in this price range
Pros -
Camera
Speed
Storage
Cons -
Face reader can be bit enhanced"
Xiaomi Mi A3,4,Awesome phone,Good camera in budget price.✨✨
Xiaomi Mi A3,5,Good,Amazon very good 👍👍👍👍
Xiaomi Mi A3,3,Good,Good better
Xiaomi Mi A3,4,Everything better but user interface less user friendly,Excellent
Xiaomi Mi A3,4,Not value for money,"I am an iOS user since the very first day I started using a smartphone. It was just a try if I could go with an android but I was disappointed.
Display: pathetic
Fingerprint reader: Not so good
Camera: 5MP Apple is much better when compared to this 48MP
Batter: Ok
Heating problem."
Xiaomi Mi A3,5,Excellent,Excellent
Xiaomi Mi A3,5,10,good
Xiaomi Mi A3,5,Nice,Worth of this money
Xiaomi Mi A3,1,Waste of money,Bad experience ever.
Xiaomi Mi A3,5,Nicc,Osmm
Xiaomi Mi A3,1,Cashback not issued,Cashback not issued.
Xiaomi Mi A3,5,Excellent,Excellent
Xiaomi Mi A3,4,Supar,Nice
Xiaomi Mi A3,2,Average..  Not worth buying,"Finger print reader is not so great..
Camera clarity is poor..  Surely it's not 48 mp"
Xiaomi Mi A3,4,Nice mobile,Good quality mobile with Android version ....
Xiaomi Mi A3,5,Perfect 👌,Good device
Xiaomi Mi A3,1,Yhhc,Hhcxgc
Xiaomi Mi A3,1,Very bad phone,"Not good phone. It's very bad phone.
Slow thoching and slow speacker
Very bad......."
Xiaomi Mi A3,5,Nice,Nice phone
Xiaomi Mi A3,5,Best phone ever,Best battery life
Xiaomi Mi A3,5,Awesome handset I will suggest everyone,"Handset is excellent build quality and camera performance is awesome some positive points
1. Camera quality is awesome 48 megapixel camera and 32 megapixel front camera click awesome pictures
2. Slow motion fast motion  Al detection is without Bag process
3. Face detection very fast
4 screen quality is better is not a full HD but clear viewing angles
5. Android 1 operating system performance wise fine
6. Wide angle camera quality and clarity is clear and almost 180 degree picture will be click
Negative points
1. 5 inch screen
2  battery is only one day performance of heavy use at least morning and evening we will be charged
3  fingerprints slow but little bit
4. Handset has little bit hit"
Xiaomi Mi A3,4,Great phone,Good phone loved the more than white variant
Xiaomi Mi A3,5,Gk,Good
Xiaomi Mi A3,4,Rex,Awesome
Xiaomi Mi A3,5,Good phone,Great phone if you're looking for features at a reasonable price
Xiaomi Mi A3,4,MI always the besr,MI always best for budget people
Xiaomi Mi A3,4,display,not satisfied with display and touch ..
Xiaomi Mi A3,4,Bad,Not so bad
Xiaomi Mi A3,5,Very good product,Nice product
Xiaomi Mi A3,5,Nice product,Good
Xiaomi Mi A3,5,Best Device😍😍,It is best of main & selfie camera. Love it😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
Xiaomi Mi A3,2,Please don't buy it unless u wanna regret.,"The review is after 3months of uses.....
Don't buy, The phone hangs.
Also the Google interface is Chhutiyapa in comparison to MIUI interface....
The front screen fingers sensor is the biggest disappointment."
Xiaomi Mi A3,4,super,nice phone.
Xiaomi Mi A3,4,Good. I recommend,"Good phone. Satisfied w.r.t to amount
Good Battery life"
Xiaomi Mi A3,5,Value product for the price it comes at,Good product for the given price
Xiaomi Mi A3,4,Good phone,Nice phone
Xiaomi Mi A3,5,😍,Excellent mobile with good battery backup with this price range.
Xiaomi Mi A3,4,Everything is fine.  But. Fingerprint sensor is.  Slo.,Best camera.  Performance
Xiaomi Mi A3,3,Worst service by amezon,"Mobile also best...
Amezon policy also worst...
So take care to buy any products of no refund policy.."
Xiaomi Mi A3,5,Worth buying,Worth every penny ❤️💙
Xiaomi Mi A3,4,It's not better,Internet support is slow in this phone
Xiaomi Mi A3,5,Best budget phone unless you want gaming!,Awesome
Xiaomi Mi A3,3,Nice,Ok
Xiaomi Mi A3,4,Good,Good
Xiaomi Mi A3,4,Superb,Good
Xiaomi Mi A3,5,Fantastic Mobile,Excellent
Xiaomi Mi A3,5,Nice phone but small size device,Better
Xiaomi Mi A3,5,Its best,Its best ph
Xiaomi Mi A3,5,Jabardast,Very smooth fingerprint and camera was really owsam
Xiaomi Mi A3,1,Ok phone only,Take more than 15sec. to read finger print
Xiaomi Mi A3,5,Buy mi A3 @ 11000,"Anyone wanna buy mi A3
DM on singhmanishcktd@gmail.com
Price 11000
With 18 watt charger
Colour-not just blue"
Xiaomi Mi A3,1,Very poor quality phone,Do not purchase this phone.
Xiaomi Mi A3,4,Good than other brands,Camera quality is slightly poor
Xiaomi Mi A3,5,Best smartphone,Well featured phone
Xiaomi Mi A3,4,Good,Need improvement on proximity sensor
Xiaomi Mi A3,3,Good and ok mobile,"Good but ok mobile, no function available like other mi mobile"
Xiaomi Mi A3,5,Awsm,Just fyn
Xiaomi Mi A3,3,Battery concern....,"Camera quality is good
Finger print print sensor is slow
Battery drainage is fast, even in standby mode....
Not matching with other reviews....."
Xiaomi Mi A3,5,Good phone,Nice phone
Xiaomi Mi A3,1,Regarding miA3,Color is good but this phone disappointed me.i purchased it before three month and now my screen becomes black.first it secret ink like Blue then black.i think i found defective piece.
Xiaomi Mi A3,5,Value for money,Total package is awesome.
Xiaomi Mi A3,5,Very good phone for daily use.,Good enough display for daily use. Battery easily lasts for a day. Pure android so no bloatware atall and hence not customizable too. Timely updates. Camera is above average and should not disappoint for casual photography. Network reception is rock solid. Should have been lighter.
Xiaomi Mi A3,5,Overall very nice phone,Fingerprint sensor is not so much good but overall very good
Xiaomi Mi A3,4,Good,"Good, I am satisfied with this but not supported mi ui"
Xiaomi Mi A3,5,Nice,Nice
Xiaomi Mi A3,2,Waste product from mi..,Hanging problems starts within 2 weeks...
Xiaomi Mi A3,4,Don't waste your money,"It's waste of money., because phone is hanging continuously..."
Xiaomi Mi A3,5,ok,its good
Xiaomi Mi A3,5,Great,More than I expected.
Xiaomi Mi A3,3,Superb,Superb
Xiaomi Mi A3,5,As Expected,GOOD
Xiaomi Mi A3,1,bad phone,bad phone
Xiaomi Mi A3,4,Worth of money.,Worth of money
Xiaomi Mi A3,5,Awsm,Good product
Xiaomi Mi A3,4,Overall ok,Good and average
Xiaomi Mi A3,5,Hi,Good
Xiaomi Mi A3,4,Value for money,Good quality photos
Xiaomi Mi A3,5,All well,Nice
Xiaomi Mi A3,5,Good product,Good product
Xiaomi Mi A3,4,Great phone at this price..,Great phone at this price.
Xiaomi Mi A3,1,Acko Insurance offer is not valid for MI (Xiaomi) Phones,"I purchased a MI A3 in Oct 19, the phones screen went blank in Dec 19. I did raise a request with Acko Insurance for the same. They picked my mobile from home. But after 4 days they have now declared that the Insurance does not cover MI mobiles.
If Acko does not cover screen damage insurance for MI phone, then why do Amazon sell this insurance as an add on to the mobile on their website.
When called the Amazon call center, they have no answer to the same. NOW I have a dead phone, My money is paid, AMAZON has no answer........
Not worth the money paid ...................................... amazon.in still waiting for your reply."
Xiaomi Mi A3,1,Amazon lacks customer support,"Very disappointed with Amazon, I had ordered mi A3 to gift it to my friend. Initially it did not switch on and Amazon was reluctant to give me an exchange and now this phone has serious issues where the phone gets switched off and restarts every 5mins. Amazon is responsible now."
Xiaomi Mi A3,5,plzzz help me,payment is not refund phone purchase in instalment
Xiaomi Mi A3,5,Best phone under this price.,Amazing phone ever seen....
Xiaomi Mi A3,1,Bed product,Fingerprint reader is not working properly. This is very bad quality fingerprint reader
Xiaomi Mi A3,1,Don't like this phone,Roteting home screen also. Sencer is not working properly
Xiaomi Mi A3,1,I am not happy to buy product from amazon site. Because return policy is very bad,"Don't buy this phone, very cheap quality phone and camera is not good
Don't buy any thing from amazon
They can't take my product return.."
Xiaomi Mi A3,5,Good and classy,Amazing camera
Xiaomi Mi A3,5,Bests SamartPhone,Best smartphone under this price point. Specially when it comes with google one program.
Xiaomi Mi A3,5,Super,Camera is excellent and battery is running away fast.
Xiaomi Mi A3,5,Good,Good
Xiaomi Mi A3,5,Good,Everything is better than others mobile specialy battery
Xiaomi Mi A3,4,Best mobile,"Value for money
easy to use
Love pure android 😍😍"
Xiaomi Mi A3,5,Superb,In display finger print is not good...Other wise mobile is awesome
Xiaomi Mi A3,4,Good gadget for this price range....,"Display and camera quality is impressive,  Noticed lagging when I open multiple apps......."
Xiaomi Mi A3,5,Mi A3,Nice
Xiaomi Mi A3,2,Not Satisfied with Mi A3,"1) Fingerprint takes too much time to unlock phone.
2) Battery life is okay, but the charger in box is normal charger not fast charger.
3) I am using this phone from past 3 months and i have to visit service centre twice.
i) Display panel issue - screen goes black
ii) Not able to hear anything when someone calls me.
So overall, NOT HAPPY with my phone."
Xiaomi Mi A3,4,Great phone but bad fingerprint scanner,Fingerprint scanner not Gud...rest all is gud
Xiaomi Mi A3,1,I want replacement,I have received a bad unit of this product as it automatically delete my apps after every 2-3 days of again installation.
Xiaomi Mi A3,5,MI A3,"Overall great deal with all the basic amenities.
Stock android serves the security and bloat free experience.
If your budget is about 12k then definitely go for it if you want your device to  have updated and regular security patch updates from android."
Xiaomi Mi A3,5,Amazing Phone in this budget!,"Good Processor, good camera quality!"
Xiaomi Mi A3,5,Superb....,"Giving my review after using of 4 months... Its superb product.. very good camera quality, finger print senser, bettery etc..
...Once of the best phone in this range.."
Xiaomi Mi A3,5,Great choice,Lovely phone 👍
Xiaomi Mi A3,5,Buy,Good phone
Xiaomi Mi A3,1,Don't buy cheap China peace,Worst phone
Xiaomi Mi A3,5,Ok,Ok
Xiaomi Mi A3,5,Good,Better than others
Xiaomi Mi A3,5,Nice one,Best product
Xiaomi Mi A3,3,Worst,"Fingerprint sensor is worst😓
Worst phone"
